GEM unit/phase ID,GEM location ID,Country/Area,Wiki URL,Plant name,Unit name,Plant name (other),Plant name (local),Owner,Owner GEM Entity ID,Parent,Parent GEM Entity ID,Capacity (MW),Status,Start year,Retired year,Planned retirement,Combustion technology,Coal type,Coal source,Conversion to (fuel),Conversion to (GEM unit ID),Alternate Fuel,Location,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (province, state)",Subregion,Region,Latitude,Longitude,Location accuracy,Permits,Permit Date,Permit Parsed,Captive,Captive industry use,Captive residential use,China Capacity Payment Recipient,CHP,Plant age (years),Capacity factor,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Annual CO2 (million tonnes / annum),Remaining plant lifetime (years),Lifetime CO2 (million tonnes),province_norm,zone,est_generation_MWh,emis_intensity_t_per_MWh,cluster
G100000114340,L100000105022,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_II_power_station,Delong Nickel Phase II power station,Unit 09,德龙镍业印尼肯达里自备电厂二期,,PT Obsidian Stainless Steel [100%],E100000121048 [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],E100000121550 [51.0%]; E100000126498 [49.0%],380.0,operating,2022.0,,,unknown,unknown,,,,,,Kendari,,Southeast Sulawesi,South-eastern Asia,Asia,-3.8274877,122.462752,exact,,,,nickel,power,,,,3,0.55,9465.5,96100,1.757163164354565,32,56.22922125934609,Sulawesi Tenggara,Sulawesi,1830840.0,0.959757905854452,0
G100000114332,L100000105022,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_II_power_station,Delong Nickel Phase II power station,Unit 10,德龙镍业印尼肯达里自备电厂二期,,PT Obsidian Stainless Steel [100%],E100000121048 [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],E100000121550 [51.0%]; E100000126498 [49.0%],380.0,operating,2021.0,,,unknown,unknown,,,,,,Kendari,,Southeast Sulawesi,South-eastern Asia,Asia,-3.8274877,122.462752,exact,,,,nickel,power,,,,4,0.55,9465.5,96100,1.757163164354565,31,54.47205809499152,Sulawesi Tenggara,Sulawesi,1830840.0,0.959757905854452,0
G100000115105,L100000104841,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_III_power_station,Delong Nickel Phase III power station,Unit 01,德龙镍业印尼自备电厂三期,,PT Gunbuster Nickel Industry [100%],E100000121018 [100%],Jiangsu Delong Nickel Industry Co Ltd,E100000126498,135.0,operating,2021.0,,,unknown,unknown,,,,,Bungintimbe,Petasia,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.004694,121.4380707,exact,,,,nickel,power,,,,4,0.55,10326.0,96100,0.6810058196780849,31,21.11118041002063,Sulawesi Tengah,Sulawesi,650430.0,1.047008624568493,2
G100000115106,L100000104841,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_III_power_station,Delong Nickel Phase III power station,Unit 02,德龙镍业印尼自备电厂三期,,PT Gunbuster Nickel Industry [100%],E100000121018 [100%],Jiangsu Delong Nickel Industry Co Ltd,E100000126498,135.0,operating,2022.0,,,unknown,unknown,,,,,Bungintimbe,Petasia,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.004694,121.4380707,exact,,,,nickel,power,,,,3,0.55,10326.0,96100,0.6810058196780849,32,21.79218622969872,Sulawesi Tengah,Sulawesi,650430.0,1.047008624568493,2
G100000115107,L100000104841,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_III_power_station,Delong Nickel Phase III power station,Unit 03,德龙镍业印尼自备电厂三期,,PT Gunbuster Nickel Industry [100%],E100000121018 [100%],Jiangsu Delong Nickel Industry Co Ltd,E100000126498,135.0,operating,2022.0,,,unknown,unknown,,,,,Bungintimbe,Petasia,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.004694,121.4380707,exact,,,,nickel,power,,,,3,0.55,10326.0,96100,0.6810058196780849,32,21.79218622969872,Sulawesi Tengah,Sulawesi,650430.0,1.047008624568493,2
G100000115108,L100000104841,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_III_power_station,Delong Nickel Phase III power station,Unit 04,德龙镍业印尼自备电厂三期,,PT Gunbuster Nickel Industry [100%],E100000121018 [100%],Jiangsu Delong Nickel Industry Co Ltd,E100000126498,135.0,operating,2022.0,,,unknown,unknown,,,,,Bungintimbe,Petasia,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.004694,121.4380707,exact,,,,nickel,power,,,,3,0.55,10326.0,96100,0.6810058196780849,32,21.79218622969872,Sulawesi Tengah,Sulawesi,650430.0,1.047008624568493,2
G100000115109,L100000104841,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_III_power_station,Delong Nickel Phase III power station,Unit 05,德龙镍业印尼自备电厂三期,,PT Gunbuster Nickel Industry [100%],E100000121018 [100%],Jiangsu Delong Nickel Industry Co Ltd,E100000126498,135.0,operating,2022.0,,,unknown,unknown,,,,,Bungintimbe,Petasia,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.004694,121.4380707,exact,,,,nickel,power,,,,3,0.55,10326.0,96100,0.6810058196780849,32,21.79218622969872,Sulawesi Tengah,Sulawesi,650430.0,1.047008624568493,2
G100000115110,L100000104841,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_III_power_station,Delong Nickel Phase III power station,Unit 06,德龙镍业印尼自备电厂三期,,PT Gunbuster Nickel Industry [100%],E100000121018 [100%],Jiangsu Delong Nickel Industry Co Ltd,E100000126498,135.0,operating,2022.0,,,unknown,unknown,,,,,Bungintimbe,Petasia,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.004694,121.4380707,exact,,,,nickel,power,,,,3,0.55,10326.0,96100,0.6810058196780849,32,21.79218622969872,Sulawesi Tengah,Sulawesi,650430.0,1.047008624568493,2
G100000115111,L100000104841,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_III_power_station,Delong Nickel Phase III power station,Unit 07,德龙镍业印尼自备电厂三期,,PT Gunbuster Nickel Industry [100%],E100000121018 [100%],Jiangsu Delong Nickel Industry Co Ltd,E100000126498,135.0,operating,2023.0,,,unknown,unknown,,,,,Bungintimbe,Petasia,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.004694,121.4380707,exact,,,,nickel,power,,,,2,0.55,10326.0,96100,0.6810058196780849,33,22.4731920493768,Sulawesi Tengah,Sulawesi,650430.0,1.047008624568493,2
G100001031233,L100001026019,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_IV_power_station,Delong Nickel Phase IV power station,Unit 3,印尼德龙四期,,PT Nadesico Nickel Industry,E100002005507,CNGR Advanced Material Co Ltd; Jiangsu Delong Nickel Industry Co Ltd,E100002005670; E100000126498,330.0,operating,2024.0,,,unknown,unknown,,,,,,,Morowali Regency,Central Sulawesi,South-eastern Asia,Asia,-2.01401787,121.4309327,exact,,,,nickel,,,,,1,0.55,9465.5,96100,1.525957484834227,34,51.88255448436373,Sulawesi Tengah,Sulawesi,1589940.0000000002,0.9597579058544516,0
G100000102626,L100000102735,Indonesia,https://www.gem.wiki/Embalut_power_station,Embalut power station,Unit 3,,,PT Cahaya Fajar Kaltim [100%],E100000121004 [100%],Jawa Pos Group,E100000120669,60.0,operating,2014.0,,,subcritical,unknown,,,,,Embalut,Tenggarong Seberang,Kutai Kartanegara,East Kalimantan,South-eastern Asia,Asia,-0.373097,117.062462,exact,,,,,,,,,11,0.55,11312.6,96100,0.331587855281826,24,7.958108526763824,Kalimantan Timur,Kalimantan,289080.0,1.1470452998541096,1
G100000115737,L100000104975,Indonesia,https://www.gem.wiki/FAJAR_power_station,FAJAR power station,Unit 1,,,PT Fajar Surya Wisesa Tbk [100%],E100000121011 [100%],PT Fajar Surya Wisesa Tbk [100.0%],E100000121011 [100.0%],55.0,operating,2017.0,,,unknown,unknown,,,,,,,Bekasi,West Java,South-eastern Asia,Asia,-6.272646,107.124019,exact,,,,pulp & paper,,,,,8,0.55,10326.0,96100,0.277446815424405,27,7.491064016458935,Jawa Barat,Jawa-Madura-Bali,264990.00000000006,1.047008624568493,2
G100000115073,L100000104834,Indonesia,https://www.gem.wiki/DSS_Serang_power_station,Indah Kiat Serang power station,Unit 1,DSS Serang power station [former],,PT Indah Kiat Pulp & Paper Tbk,E100000121022,PT Indah Kiat Pulp & Paper Tbk,E100000121022,35.0,operating,1998.0,,,unknown,unknown,,,,,,Serang,,Banten,South-eastern Asia,Asia,-6.125435,106.289205,exact,,,,pulp & paper,power,,,,27,0.55,12047.0,96100,0.2059832417544826,8,1.647865934035861,Banten,Jawa-Madura-Bali,168630.0,1.221510061996576,3
G100000115074,L100000104834,Indonesia,https://www.gem.wiki/DSS_Serang_power_station,Indah Kiat Serang power station,Unit 2,DSS Serang power station [former],,PT Indah Kiat Pulp & Paper Tbk,E100000121022,PT Indah Kiat Pulp & Paper Tbk,E100000121022,35.0,operating,1998.0,,,unknown,unknown,,,,,,Serang,,Banten,South-eastern Asia,Asia,-6.125435,106.289205,exact,,,,pulp & paper,power,,,,27,0.55,12047.0,96100,0.2059832417544826,8,1.647865934035861,Banten,Jawa-Madura-Bali,168630.0,1.221510061996576,3
G100000115075,L100000104834,Indonesia,https://www.gem.wiki/DSS_Serang_power_station,Indah Kiat Serang power station,Unit 3,DSS Serang power station [former],,PT Indah Kiat Pulp & Paper Tbk,E100000121022,PT Indah Kiat Pulp & Paper Tbk,E100000121022,35.0,operating,1998.0,,,unknown,unknown,,,,,,Serang,,Banten,South-eastern Asia,Asia,-6.125435,106.289205,exact,,,,pulp & paper,power,,,,27,0.55,12047.0,96100,0.2059832417544826,8,1.647865934035861,Banten,Jawa-Madura-Bali,168630.0,1.221510061996576,3
G100000115076,L100000104834,Indonesia,https://www.gem.wiki/DSS_Serang_power_station,Indah Kiat Serang power station,Unit 4,DSS Serang power station [former],,PT Indah Kiat Pulp & Paper Tbk,E100000121022,PT Indah Kiat Pulp & Paper Tbk,E100000121022,70.0,operating,1998.0,,,unknown,unknown,,,,,,Serang,,Banten,South-eastern Asia,Asia,-6.125435,106.289205,exact,,,,pulp & paper,power,,,,27,0.55,12047.0,96100,0.4119664835089651,8,3.295731868071721,Banten,Jawa-Madura-Bali,337260.0,1.2215100619965755,3
G100000114215,L100000104584,Indonesia,https://www.gem.wiki/Indo_Bharat_Rayon_power_station,Indo Bharat Rayon power station,--,,,PT Indo Bharat Rayon [100%],E100000121024 [100%],Aditya Birla Management Corporation Pvt Ltd,E100000120031,36.6,operating,2008.0,,,unknown,unknown,,,,,Cilangkap,Babacankicao,Purwakarta,West Java,South-eastern Asia,Asia,-6.485801,107.385203,exact,,,,textiles,power,,,,17,0.55,11186.5,96100,0.2000139314832302,18,3.600250766698143,Jawa Barat,Jawa-Madura-Bali,176338.80000000002,1.1342593432825343,1
G100000104852,L100000102815,Indonesia,https://www.gem.wiki/Indramayu_power_station,Indramayu power station,Unit 1,英德拉玛玉电站,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],330.0,operating,2010.0,,,subcritical,subbituminous,,,,bioenergy,Sumur Adem,Sukra,Indramayu,West Java,South-eastern Asia,Asia,-6.274738,107.97043,exact,,,,,,,,,15,0.55,10442.4,96100,1.683446034507732,20,33.66892069015465,Jawa Barat,Jawa-Madura-Bali,1589940.0000000002,1.058811046019178,4
G100000104853,L100000102815,Indonesia,https://www.gem.wiki/Indramayu_power_station,Indramayu power station,Unit 2,英德拉玛玉电站,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],330.0,operating,2011.0,,,subcritical,subbituminous,,,,bioenergy,Sumur Adem,Sukra,Indramayu,West Java,South-eastern Asia,Asia,-6.274738,107.97043,exact,,,,,,,,,14,0.55,10442.4,96100,1.683446034507732,21,35.35236672466238,Jawa Barat,Jawa-Madura-Bali,1589940.0000000002,1.058811046019178,4
G100000104854,L100000102815,Indonesia,https://www.gem.wiki/Indramayu_power_station,Indramayu power station,Unit 3,英德拉玛玉电站,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],330.0,operating,2011.0,,,subcritical,subbituminous,,,,bioenergy,Sumur Adem,Sukra,Indramayu,West Java,South-eastern Asia,Asia,-6.274738,107.97043,exact,,,,,,,,,14,0.55,10442.4,96100,1.683446034507732,21,35.35236672466238,Jawa Barat,Jawa-Madura-Bali,1589940.0000000002,1.058811046019178,4
G100000104986,L100000102703,Indonesia,https://www.gem.wiki/Jawa-7_power_station,Jawa-7 power station,Unit 1,神华国华爪哇7号电站,,PT Shenhua Guohua Pembangkitan Jawa Bali [100%],E100000121277 [100%],China Shenhua Energy Co Ltd [70.0%]; PT PLN (Persero) [30.0%],E100000000175 [70.0%]; E100000000537 [30.0%],991.0,operating,2019.0,,,ultra-supercritical,unknown,,,,,Desa Terate,Kramatwatu,Serang,Banten,South-eastern Asia,Asia,-5.991694,106.1008,exact,,,,,,,,,6,0.55,8272.0,96100,4.004691945619992,29,116.1360664229798,Banten,Jawa-Madura-Bali,4774638.000000001,0.8387425278356163,0
G100000104987,L100000102703,Indonesia,https://www.gem.wiki/Jawa-7_power_station,Jawa-7 power station,Unit 2,神华国华爪哇7号电站,,PT Shenhua Guohua Pembangkitan Jawa Bali [100%],E100000121277 [100%],China Shenhua Energy Co Ltd [70.0%]; PT PLN (Persero) [30.0%],E100000000175 [70.0%]; E100000000537 [30.0%],991.0,operating,2020.0,,,ultra-supercritical,unknown,,,,,Desa Terate,Kramatwatu,Serang,Banten,South-eastern Asia,Asia,-5.991694,106.1008,exact,,,,,,,,,5,0.55,8272.0,96100,4.004691945619992,30,120.1407583685998,Banten,Jawa-Madura-Bali,4774638.000000001,0.8387425278356163,0
G100000114326,L100000104615,Indonesia,https://www.gem.wiki/Jinchuan_Group_WP%26RKA_power_station,Jinchuan Group WP&RKA power station,Unit 1,金川集团印尼WP&RKA奥比岛自备电厂,,WP&RKA Company [100%],E100000121534 [100%],Gansu Provincial State-owned Assets Investment Group Co Ltd [48.0%]; unknown [26.9%]; China Development Bank Corp [13.5%]; Jinchuan Group Co Ltd [11.6%],E100000000189 [48.0%]; E100000132388 [26.9%]; E100001001051 [13.5%]; E100000124293 [11.6%],50.0,operating,2019.0,,,unknown,unknown,,,,,Kawasi,Obi,South Halmahera,North Maluku,South-eastern Asia,Asia,-1.56606,127.415933,exact,,,,nickel,,,,,6,0.55,10326.0,96100,0.25222437765855,29,7.314506952097951,North Maluku,,240900.00000000003,1.0470086245684929,2
G100000114327,L100000104615,Indonesia,https://www.gem.wiki/Jinchuan_Group_WP%26RKA_power_station,Jinchuan Group WP&RKA power station,Unit 2,金川集团印尼WP&RKA奥比岛自备电厂,,WP&RKA Company [100%],E100000121534 [100%],Gansu Provincial State-owned Assets Investment Group Co Ltd [48.0%]; unknown [26.9%]; China Development Bank Corp [13.5%]; Jinchuan Group Co Ltd [11.6%],E100000000189 [48.0%]; E100000132388 [26.9%]; E100001001051 [13.5%]; E100000124293 [11.6%],50.0,operating,2019.0,,,unknown,unknown,,,,,Kawasi,Obi,South Halmahera,North Maluku,South-eastern Asia,Asia,-1.56606,127.415933,exact,,,,nickel,,,,,6,0.55,10326.0,96100,0.25222437765855,29,7.314506952097951,North Maluku,,240900.00000000003,1.0470086245684929,2
G100000114328,L100000104615,Indonesia,https://www.gem.wiki/Jinchuan_Group_WP%26RKA_power_station,Jinchuan Group WP&RKA power station,Unit 3,金川集团印尼WP&RKA奥比岛自备电厂,,WP&RKA Company [100%],E100000121534 [100%],Gansu Provincial State-owned Assets Investment Group Co Ltd [48.0%]; unknown [26.9%]; China Development Bank Corp [13.5%]; Jinchuan Group Co Ltd [11.6%],E100000000189 [48.0%]; E100000132388 [26.9%]; E100001001051 [13.5%]; E100000124293 [11.6%],50.0,operating,2019.0,,,unknown,unknown,,,,,Kawasi,Obi,South Halmahera,North Maluku,South-eastern Asia,Asia,-1.56606,127.415933,exact,,,,nickel,,,,,6,0.55,10326.0,96100,0.25222437765855,29,7.314506952097951,North Maluku,,240900.00000000003,1.0470086245684929,2
G100000105465,L100000102823,Indonesia,https://www.gem.wiki/Kalbar-1_power_station,Kalbar-1 power station,Unit 1,协鑫印尼卡巴电站,,Golden Concord Holdings Ltd; PT PLN Indonesia Power,E100000120508; E100000003758,PT PLN (Persero); Zhu Family Trust,E100000000537; E100002003379,100.0,operating,2020.0,,,subcritical,unknown,,,,,,,,West Kalimantan,South-eastern Asia,Asia,0.816152,108.846126,exact,,,,,,,,,5,0.55,10442.4,96100,0.51013516197204,30,15.3040548591612,Kalimantan Barat,Kalimantan,481800.00000000006,1.058811046019178,2
G100000113441,L100000102823,Indonesia,https://www.gem.wiki/Kalbar-1_power_station,Kalbar-1 power station,Unit 2,协鑫印尼卡巴电站,,Golden Concord Holdings Ltd; PT PLN Indonesia Power,E100000120508; E100000003758,PT PLN (Persero); Zhu Family Trust,E100000000537; E100002003379,100.0,operating,2021.0,,,subcritical,unknown,,,,,,,,West Kalimantan,South-eastern Asia,Asia,0.816152,108.846126,exact,,,,,,,,,4,0.55,10442.4,96100,0.51013516197204,31,15.81419002113324,Kalimantan Barat,Kalimantan,481800.00000000006,1.058811046019178,2
G100000105484,L100000102715,Indonesia,https://www.gem.wiki/Kalselteng-1_power_station,Kalselteng-1 power station,Unit 1,"PLTU Kalteng-1, Kalimantan Tengah, 金光集团卡尔滕电站",,PT Datang DSSP Power Indonesia [100%],E100002016378 [100%],Datang Overseas Energy Investment Co Ltd [75.0%]; PT Dian Swastatika Sentosa Tbk [25.0%],E100000120317 [75.0%]; E100001010084 [25.0%],100.0,operating,2020.0,,,subcritical,unknown,,,,,Desa Tumbang Kajuei,,Gunung Mas Regency,Central Kalimantan,South-eastern Asia,Asia,-1.370796,113.567203,exact,,,,,,,,,5,0.55,10442.4,96100,0.51013516197204,30,15.3040548591612,Kalimantan Tengah,Kalimantan,481800.00000000006,1.058811046019178,2
G100000105485,L100000102715,Indonesia,https://www.gem.wiki/Kalselteng-1_power_station,Kalselteng-1 power station,Unit 2,"PLTU Kalteng-1, Kalimantan Tengah, 金光集团卡尔滕电站",,PT Datang DSSP Power Indonesia [100%],E100002016378 [100%],Datang Overseas Energy Investment Co Ltd [75.0%]; PT Dian Swastatika Sentosa Tbk [25.0%],E100000120317 [75.0%]; E100001010084 [25.0%],100.0,operating,2020.0,,,subcritical,unknown,,,,,Desa Tumbang Kajuei,,Gunung Mas Regency,Central Kalimantan,South-eastern Asia,Asia,-1.370796,113.567203,exact,,,,,,,,,5,0.55,10442.4,96100,0.51013516197204,30,15.3040548591612,Kalimantan Tengah,Kalimantan,481800.00000000006,1.058811046019178,2
G100000105488,L100000102717,Indonesia,https://www.gem.wiki/Kalteng-1_Pulang_Pisau_power_station,Kalteng-1 Pulang Pisau power station,Unit 1,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],60.0,operating,2015.0,,,subcritical,unknown,,,,,Buntoi,Kahayan Hilir,Pulang Pisau,Central Kalimantan,South-eastern Asia,Asia,-2.822646,114.208831,exact,,,,,,,,,10,0.55,11312.6,96100,0.331587855281826,25,8.28969638204565,Kalimantan Tengah,Kalimantan,289080.0,1.1470452998541096,1
G100000105489,L100000102717,Indonesia,https://www.gem.wiki/Kalteng-1_Pulang_Pisau_power_station,Kalteng-1 Pulang Pisau power station,Unit 2,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],60.0,operating,2015.0,,,subcritical,unknown,,,,,Buntoi,Kahayan Hilir,Pulang Pisau,Central Kalimantan,South-eastern Asia,Asia,-2.822646,114.208831,exact,,,,,,,,,10,0.55,11312.6,96100,0.331587855281826,25,8.28969638204565,Kalimantan Tengah,Kalimantan,289080.0,1.1470452998541096,1
G100000105490,L100000102736,Indonesia,https://www.gem.wiki/Kaltim_FTP2_power_station,Kaltim FTP2 power station,Unit 1,印尼卡帝姆2期电站,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],100.0,operating,2019.0,,,subcritical,unknown,,,,,,,East Kutai,East Kalimantan,South-eastern Asia,Asia,0.0551785,117.4945887,exact,,,,,,,,,6,0.55,10442.4,96100,0.51013516197204,29,14.79391969718916,Kalimantan Timur,Kalimantan,481800.00000000006,1.058811046019178,2
G100000105491,L100000102736,Indonesia,https://www.gem.wiki/Kaltim_FTP2_power_station,Kaltim FTP2 power station,Unit 2,印尼卡帝姆2期电站,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],100.0,operating,2020.0,,,subcritical,unknown,,,,,Teluk Kadere,Bontang Listari,East Kutai,East Kalimantan,South-eastern Asia,Asia,0.0551785,117.4945887,exact,,,,,,,,,5,0.55,10442.4,96100,0.51013516197204,30,15.3040548591612,Kalimantan Timur,Kalimantan,481800.00000000006,1.058811046019178,2
G100000105492,L100000102737,Indonesia,https://www.gem.wiki/Kaltim_Teluk_Balikpapan_power_station,Kaltim Teluk Balikpapan power station,Unit 1,东加巴厘巴板电站,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],110.0,operating,2017.0,,,subcritical,unknown,,,,bioenergy,Kariangau,North Balikpapan,Balikpapan City,East Kalimantan,South-eastern Asia,Asia,-1.17036,116.78872,exact,,,,,,,,,8,0.55,10442.4,96100,0.5611486781692441,27,15.15101431056959,Kalimantan Timur,Kalimantan,529980.0000000001,1.058811046019178,2
G100000105493,L100000102737,Indonesia,https://www.gem.wiki/Kaltim_Teluk_Balikpapan_power_station,Kaltim Teluk Balikpapan power station,Unit 2,东加巴厘巴板电站,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],110.0,operating,2017.0,,,subcritical,unknown,,,,bioenergy,Kariangau,North Balikpapan,Balikpapan City,East Kalimantan,South-eastern Asia,Asia,-1.17036,116.78872,exact,,,,,,,,,8,0.55,10442.4,96100,0.5611486781692441,27,15.15101431056959,Kalimantan Timur,Kalimantan,529980.0000000001,1.058811046019178,2
G100000105496,L100000102719,Indonesia,https://www.gem.wiki/Kaltim-4_power_station,Kaltim-4 power station,Unit 1,,,PT Indonesia Energi Dinamika [100%],E100000121025 [100%],PT Indonesia Energi Dinamika [100.0%],E100000121025 [100.0%],100.0,operating,2020.0,,,subcritical,unknown,,,,,,,Berau,Central Kalimantan,South-eastern Asia,Asia,-0.364211038,117.0663078,exact,,,,,,,,,5,0.55,10442.4,96100,0.51013516197204,30,15.3040548591612,Kalimantan Tengah,Kalimantan,481800.00000000006,1.058811046019178,2
G100000105497,L100000102719,Indonesia,https://www.gem.wiki/Kaltim-4_power_station,Kaltim-4 power station,Unit 2,,,PT Indonesia Energi Dinamika [100%],E100000121025 [100%],PT Indonesia Energi Dinamika [100.0%],E100000121025 [100.0%],100.0,operating,2020.0,,,subcritical,unknown,,,,,,,Berau,Central Kalimantan,South-eastern Asia,Asia,-0.364211038,117.0663078,exact,,,,,,,,,5,0.55,10442.4,96100,0.51013516197204,30,15.3040548591612,Kalimantan Tengah,Kalimantan,481800.00000000006,1.058811046019178,2
G100000105632,L100000102798,Indonesia,https://www.gem.wiki/Keban_Agung_power_station,Keban Agung power station,Unit 1,南苏拉哈电站,,PT Primanaya Energi [100%],E100000121061 [100%],PT Priamanaya Djan International,E100000121139,135.0,operating,2015.0,,,subcritical,unknown,,,,,,West Merapi,Lahat,South Sumatra,South-eastern Asia,Asia,-3.75149,103.64809,exact,,,,,,,,,10,0.55,11312.6,96100,0.7460726743841085,25,18.65181685960271,Sumatera Selatan,Sumatra,650430.0,1.1470452998541096,1
G100000105633,L100000102798,Indonesia,https://www.gem.wiki/Keban_Agung_power_station,Keban Agung power station,Unit 2,南苏拉哈电站,,PT Primanaya Energi [100%],E100000121061 [100%],PT Priamanaya Djan International,E100000121139,135.0,operating,2015.0,,,subcritical,unknown,,,,,,West Merapi,Lahat,South Sumatra,South-eastern Asia,Asia,-3.75149,103.64809,exact,,,,,,,,,10,0.55,11312.6,96100,0.7460726743841085,25,18.65181685960271,Sumatera Selatan,Sumatra,650430.0,1.1470452998541096,1
G100000105669,L100000102810,Indonesia,https://www.gem.wiki/Kendari-3_power_station,Kendari-3 power station,Unit 1,,,PT DSSP Power Kendari [100%],E100002016379 [100%],Datang Overseas Energy Investment Co Ltd [75.0%]; PT Dian Swastatika Sentosa Tbk [25.0%],E100000120317 [75.0%]; E100001010084 [25.0%],50.0,operating,2019.0,,2044.0,subcritical,unknown,,,,,Kendari,,,Southeast Sulawesi,South-eastern Asia,Asia,-4.0512916,122.6534484,exact,,,,,,,,,6,0.55,10442.4,96100,0.25506758098602,19,4.84628403873438,Sulawesi Tenggara,Sulawesi,240900.00000000003,1.058811046019178,2
G100000105670,L100000102810,Indonesia,https://www.gem.wiki/Kendari-3_power_station,Kendari-3 power station,Unit 2,,,PT DSSP Power Kendari [100%],E100002016379 [100%],Datang Overseas Energy Investment Co Ltd [75.0%]; PT Dian Swastatika Sentosa Tbk [25.0%],E100000120317 [75.0%]; E100001010084 [25.0%],50.0,operating,2019.0,,2044.0,subcritical,unknown,,,,,Kendari,Tanjung Tiram,South Konawe,Southeast Sulawesi,South-eastern Asia,Asia,-4.0512916,122.6534484,exact,,,,,,,,,6,0.55,10442.4,96100,0.25506758098602,19,4.84628403873438,Sulawesi Tenggara,Sulawesi,240900.00000000003,1.058811046019178,2
G100000105679,L100000102826,Indonesia,https://www.gem.wiki/Ketapang_Smelter_power_station,Ketapang Smelter power station,Phase I Unit 3,魏桥集团印尼宏发韦立氧化铝公司印尼热电厂,,PT Well Harvest Winning Alumina Refinery [100%],E100000121085 [100%],China Hongqiao Group Ltd; Harita Group,E100000120243; E100000120543,30.0,operating,2016.0,,,subcritical,unknown,,,,,,Kendawangan,Ketapang,West Kalimantan,South-eastern Asia,Asia,-2.366182,110.157272,exact,,,,aluminum,power,,,yes,9,0.55,10442.4,96100,0.153040548591612,26,3.979054263381912,Kalimantan Barat,Kalimantan,144540.0,1.058811046019178,2
G100000114899,L100000102826,Indonesia,https://www.gem.wiki/Ketapang_Smelter_power_station,Ketapang Smelter power station,Phase II Unit 1,魏桥集团印尼宏发韦立氧化铝公司印尼热电厂,,PT Well Harvest Winning Alumina Refinery [100%],E100000121085 [100%],China Hongqiao Group Ltd; Harita Group,E100000120243; E100000120543,80.0,operating,2021.0,,,subcritical,unknown,,,,,,Kendawangan,Ketapang,West Kalimantan,South-eastern Asia,Asia,-2.366182,110.157272,exact,,,,aluminum,power,,,yes,4,0.55,10442.4,96100,0.408108129577632,31,12.65135201690659,Kalimantan Barat,Kalimantan,385440.0,1.0588110460191782,2
G100000114900,L100000102826,Indonesia,https://www.gem.wiki/Ketapang_Smelter_power_station,Ketapang Smelter power station,Phase II Unit 2,魏桥集团印尼宏发韦立氧化铝公司印尼热电厂,,PT Well Harvest Winning Alumina Refinery [100%],E100000121085 [100%],China Hongqiao Group Ltd; Harita Group,E100000120243; E100000120543,80.0,operating,2021.0,,,subcritical,unknown,,,,,,Kendawangan,Ketapang,West Kalimantan,South-eastern Asia,Asia,-2.366182,110.157272,exact,,,,aluminum,power,,,yes,4,0.55,10442.4,96100,0.408108129577632,31,12.65135201690659,Kalimantan Barat,Kalimantan,385440.0,1.0588110460191782,2
