GEM unit/phase ID,GEM location ID,Country/Area,Wiki URL,Plant name,Unit name,Plant name (other),Plant name (local),Owner,Owner GEM Entity ID,Parent,Parent GEM Entity ID,Capacity (MW),Status,Start year,Retired year,Planned retirement,Combustion technology,Coal type,Coal source,Conversion to (fuel),Conversion to (GEM unit ID),Alternate Fuel,Location,"Local area (taluk, county)","Major area (prefecture, district)","Subnational unit (province, state)",Subregion,Region,Latitude,Longitude,Location accuracy,Permits,Permit Date,Permit Parsed,Captive,Captive industry use,Captive residential use,China Capacity Payment Recipient,CHP,Plant age (years),Capacity factor,Heat rate (Btu per kWh),Emission factor (kg of CO2 per TJ),Annual CO2 (million tonnes / annum),Remaining plant lifetime (years),Lifetime CO2 (million tonnes),province_norm,zone,est_generation_MWh,emis_intensity_t_per_MWh,cluster
G100000100662,L100000102828,Indonesia,https://www.gem.wiki/Batu_Hijau_power_station,Batu Hijau power station,Unit 1,"安曼矿业发电站, Amman Mineral power station",,PT Amman Mineral Nusa Tenggara,E100001011092,PT Amman Mineral Internasional Tbk,E100001011093,31.0,operating,1999.0,,2024.0,subcritical,unknown,,fossil gas: LNG,G100000411720,,Batu Hijau gold mine,Maluk,Sumbawa Barat,West Nusa Tenggara,South-eastern Asia,Asia,-8.901172,116.738209,exact,,,,other metals & mining,power,,,,26,0.55,12182.8,96100,0.1844988835798879,5,0.9224944178994392,West Nusa Tenggara,,149358.0,1.2352795536890415,3
G100000100663,L100000102828,Indonesia,https://www.gem.wiki/Batu_Hijau_power_station,Batu Hijau power station,Unit 2,"安曼矿业发电站, Amman Mineral power station",,PT Amman Mineral Nusa Tenggara,E100001011092,PT Amman Mineral Internasional Tbk,E100001011093,31.0,operating,1999.0,,2024.0,subcritical,unknown,,,,,Batu Hijau gold mine,Maluk,Sumbawa Barat,West Nusa Tenggara,South-eastern Asia,Asia,-8.901172,116.738209,exact,,,,other metals & mining,power,,,,26,0.55,12182.8,96100,0.1844988835798879,5,0.9224944178994392,West Nusa Tenggara,,149358.0,1.2352795536890415,3
G100000100664,L100000102828,Indonesia,https://www.gem.wiki/Batu_Hijau_power_station,Batu Hijau power station,Unit 3,"安曼矿业发电站, Amman Mineral power station",,PT Amman Mineral Nusa Tenggara,E100001011092,PT Amman Mineral Internasional Tbk,E100001011093,31.0,operating,1999.0,,2024.0,subcritical,unknown,,,,,Batu Hijau gold mine,Maluk,Sumbawa Barat,West Nusa Tenggara,South-eastern Asia,Asia,-8.901172,116.738209,exact,,,,other metals & mining,power,,,,26,0.55,12182.8,96100,0.1844988835798879,5,0.9224944178994392,West Nusa Tenggara,,149358.0,1.2352795536890415,3
G100000100665,L100000102828,Indonesia,https://www.gem.wiki/Batu_Hijau_power_station,Batu Hijau power station,Unit 4,"安曼矿业发电站, Amman Mineral power station",,PT Amman Mineral Nusa Tenggara,E100001011092,PT Amman Mineral Internasional Tbk,E100001011093,31.0,operating,1999.0,,2024.0,subcritical,unknown,,,,,Batu Hijau gold mine,Maluk,Sumbawa Barat,West Nusa Tenggara,South-eastern Asia,Asia,-8.901172,116.738209,exact,,,,other metals & mining,power,,,,26,0.55,12182.8,96100,0.1844988835798879,5,0.9224944178994392,West Nusa Tenggara,,149358.0,1.2352795536890415,3
G100000115057,L100000104826,Indonesia,https://www.gem.wiki/Bengkayang_Power_Station,Bengkayang Power Station,Unit 1,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],50.0,operating,2018.0,,,unknown,unknown,,,,bioenergy,,Bengkayang,,West Kalimantan,South-eastern Asia,Asia,0.83511,108.873675,exact,,,,,,,,,7,0.55,10326.0,96100,0.25222437765855,28,7.062282574439402,Kalimantan Barat,Kalimantan,240900.00000000003,1.0470086245684929,2
G100000115058,L100000104826,Indonesia,https://www.gem.wiki/Bengkayang_Power_Station,Bengkayang Power Station,Unit 2,,,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],50.0,operating,2019.0,,,unknown,unknown,,,,bioenergy,,Bengkayang,,West Kalimantan,South-eastern Asia,Asia,0.83511,108.873675,exact,,,,,,,,,6,0.55,10326.0,96100,0.25222437765855,29,7.314506952097951,Kalimantan Barat,Kalimantan,240900.00000000003,1.0470086245684929,2
G100000100757,L100000102707,Indonesia,https://www.gem.wiki/Bengkulu_power_station,Bengkulu power station,Unit 1,"明古鲁电站, PLTU Teluk Sepang",,PT Tenaga Listrik Bengkulu [100%],E100000121420 [100%],Power Construction Corporation of China Ltd [70.0%]; PT Intraco Penta Tbk [30.0%],E100000000247 [70.0%]; E100000121030 [30.0%],100.0,operating,2019.0,,,subcritical,unknown,,,,,,,,Bengkulu,South-eastern Asia,Asia,-3.912348,102.270375,exact,,,,,,,,,6,0.55,10442.4,96100,0.51013516197204,29,14.79391969718916,Bengkulu,Sumatra,481800.00000000006,1.058811046019178,2
G100000112736,L100000102707,Indonesia,https://www.gem.wiki/Bengkulu_power_station,Bengkulu power station,Unit 2,"明古鲁电站, PLTU Teluk Sepang",,PT Tenaga Listrik Bengkulu [100%],E100000121420 [100%],Power Construction Corporation of China Ltd [70.0%]; PT Intraco Penta Tbk [30.0%],E100000000247 [70.0%]; E100000121030 [30.0%],100.0,operating,2019.0,,,subcritical,unknown,,,,,,,,Bengkulu,South-eastern Asia,Asia,-3.912348,102.270375,exact,,,,,,,,,6,0.55,10442.4,96100,0.51013516197204,29,14.79391969718916,Bengkulu,Sumatra,481800.00000000006,1.058811046019178,2
G100000101097,L100000102797,Indonesia,https://www.gem.wiki/Bukit_Asam_Muara_Enim_power_station,Bukit Asam Muara Enim power station,Unit 1,"穆阿拉玉宁电站, 阿萨姆电站",,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],65.0,operating,1987.0,,,subcritical,subbituminous,,,,bioenergy,Muara Enim,Lawang Kidul,Muara Enim,South Sumatra,South-eastern Asia,Asia,-3.73213,103.797527,exact,,,,,,,,,38,0.55,12617.9,96100,0.4006686584655399,5,2.003343292327699,Sumatera Selatan,Sumatra,313170.0,1.2793966806065074,3
G100000101098,L100000102797,Indonesia,https://www.gem.wiki/Bukit_Asam_Muara_Enim_power_station,Bukit Asam Muara Enim power station,Unit 2,"穆阿拉玉宁电站, 阿萨姆电站",,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],65.0,operating,1987.0,,,subcritical,subbituminous,,,,bioenergy,Muara Enim,Lawang Kidul,Muara Enim,South Sumatra,South-eastern Asia,Asia,-3.73213,103.797527,exact,,,,,,,,,38,0.55,12617.9,96100,0.4006686584655399,5,2.003343292327699,Sumatera Selatan,Sumatra,313170.0,1.2793966806065074,3
G100000101099,L100000102797,Indonesia,https://www.gem.wiki/Bukit_Asam_Muara_Enim_power_station,Bukit Asam Muara Enim power station,Unit 3,"穆阿拉玉宁电站, 阿萨姆电站",,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],65.0,operating,1994.0,,,subcritical,subbituminous,,,,bioenergy,Muara Enim,Lawang Kidul,Muara Enim,South Sumatra,South-eastern Asia,Asia,-3.73213,103.797527,exact,,,,,,,,,31,0.55,12617.9,96100,0.4006686584655399,4,1.60267463386216,Sumatera Selatan,Sumatra,313170.0,1.2793966806065074,3
G100000101100,L100000102797,Indonesia,https://www.gem.wiki/Bukit_Asam_Muara_Enim_power_station,Bukit Asam Muara Enim power station,Unit 4,"穆阿拉玉宁电站, 阿萨姆电站",,PT PLN (Persero) [100%],E100000000537 [100%],PT PLN (Persero) [100.0%],E100000000537 [100.0%],65.0,operating,1994.0,,,subcritical,subbituminous,,,,bioenergy,Muara Enim,Lawang Kidul,Muara Enim,South Sumatra,South-eastern Asia,Asia,-3.73213,103.797527,exact,,,,,,,,,31,0.55,12617.9,96100,0.4006686584655399,4,1.60267463386216,Sumatera Selatan,Sumatra,313170.0,1.2793966806065074,3
G100000101254,L100000102691,Indonesia,https://www.gem.wiki/Celukan_Bawang_power_station,Celukan Bawang power station,Unit 1,华电巴厘岛电站,,PT Merryline International; PT General Energy Indonesia,E100000121016; E100000121041,PT Merryline International; PT Singa Energy Indonesia,E100000121041; E100002000070,142.0,operating,2015.0,,,subcritical,unknown,,,,,Celukan Bawang - Kab Buleleng,Gerokgak,Buleleng,Bali,South-eastern Asia,Asia,-8.196295,114.851568,exact,,,,,,,,,10,0.55,11312.6,96100,0.7847579241669882,25,19.61894810417471,Bali,Jawa-Madura-Bali,684156.0000000001,1.1470452998541094,1
G100000101255,L100000102691,Indonesia,https://www.gem.wiki/Celukan_Bawang_power_station,Celukan Bawang power station,Unit 2,华电巴厘岛电站,,PT Merryline International; PT General Energy Indonesia,E100000121016; E100000121041,PT Merryline International; PT Singa Energy Indonesia,E100000121041; E100002000070,142.0,operating,2015.0,,,subcritical,unknown,,,,,Celukan Bawang - Kab Buleleng,Gerokgak,Buleleng,Bali,South-eastern Asia,Asia,-8.196295,114.851568,exact,,,,,,,,,10,0.55,11312.6,96100,0.7847579241669882,25,19.61894810417471,Bali,Jawa-Madura-Bali,684156.0000000001,1.1470452998541094,1
G100000101256,L100000102691,Indonesia,https://www.gem.wiki/Celukan_Bawang_power_station,Celukan Bawang power station,Unit 3,华电巴厘岛电站,,PT Merryline International; PT General Energy Indonesia,E100000121016; E100000121041,PT Merryline International; PT Singa Energy Indonesia,E100000121041; E100002000070,142.0,operating,2015.0,,,subcritical,unknown,,,,,Celukan Bawang - Kab Buleleng,Gerokgak,Buleleng,Bali,South-eastern Asia,Asia,-8.196295,114.851568,exact,,,,,,,,,10,0.55,11312.6,96100,0.7847579241669882,25,19.61894810417471,Bali,Jawa-Madura-Bali,684156.0000000001,1.1470452998541094,1
G100000114188,L100000104575,Indonesia,https://www.gem.wiki/Cemindo_Gemilang_power_station,Cemindo Gemilang power station,--,,,PT Cemindo Gemilang Tbk [100%],E100000121006 [100%],PT Cemindo Gemilang Tbk [100.0%],E100000121006 [100.0%],60.0,operating,2016.0,,,unknown,unknown,,,,bioenergy,,,Labak,Banten,South-eastern Asia,Asia,-6.950808,106.250158,exact,,,,cement & building,power,,,,9,0.55,10326.0,96100,0.30266925319026,26,7.86940058294676,Banten,Jawa-Madura-Bali,289080.0,1.047008624568493,2
G100000101261,L100000102709,Indonesia,https://www.gem.wiki/Central_Java_Power_Project,Central Java Power Project,Unit 1,"中爪哇燃煤发电项目, PLTU Batang",,PT Bhimasena Power Indonesia [100%],E100000120154 [100%],J-POWER Co Ltd [34.0%]; PT Alamtri Resources Indonesia Tbk [34.0%]; ITOCHU Corp [32.0%],E100000000641 [34.0%]; E100001000782 [34.0%]; E100000001237 [32.0%],950.0,operating,2022.0,,,ultra-supercritical,subbituminous,,,,,Ujungnegoro,Kandeman,Batang,Central Java,South-eastern Asia,Asia,-6.900828,109.803685,exact,,,,,,,,,3,0.55,8272.0,96100,3.8390084241564,32,122.8482695730048,Jawa Tengah,Jawa-Madura-Bali,4577100.0,0.8387425278356164,0
G100000101262,L100000102709,Indonesia,https://www.gem.wiki/Central_Java_Power_Project,Central Java Power Project,Unit 2,"中爪哇燃煤发电项目, PLTU Batang",,PT Bhimasena Power Indonesia [100%],E100000120154 [100%],J-POWER Co Ltd [34.0%]; PT Alamtri Resources Indonesia Tbk [34.0%]; ITOCHU Corp [32.0%],E100000000641 [34.0%]; E100001000782 [34.0%]; E100000001237 [32.0%],950.0,operating,2022.0,,,ultra-supercritical,subbituminous,,,,,Ujungnegoro,Kandeman,Batang,Central Java,South-eastern Asia,Asia,-6.900828,109.803685,exact,,,,,,,,,3,0.55,8272.0,96100,3.8390084241564,32,122.8482695730048,Jawa Tengah,Jawa-Madura-Bali,4577100.0,0.8387425278356164,0
G100000101579,L100000102813,Indonesia,https://www.gem.wiki/Cikarang_Babelan_power_station,Cikarang Babelan power station,Unit 1,,,PT Cikarang Listrindo Tbk [100%],E100000001946 [100%],PT Cikarang Listrindo Tbk [100.0%],E100000001946 [100.0%],140.0,operating,2017.0,,,subcritical,unknown,,,,bioenergy,Muara Bakti,Babelan,Bekasi,West Java,South-eastern Asia,Asia,-6.11607,107.05197,exact,,,,industrial park,,,,,8,0.55,10442.4,96100,0.7141892267608559,27,19.28310912254311,Jawa Barat,Jawa-Madura-Bali,674520.0,1.058811046019178,2
G100000101580,L100000102813,Indonesia,https://www.gem.wiki/Cikarang_Babelan_power_station,Cikarang Babelan power station,Unit 2,,,PT Cikarang Listrindo Tbk [100%],E100000001946 [100%],PT Cikarang Listrindo Tbk [100.0%],E100000001946 [100.0%],140.0,operating,2017.0,,,subcritical,unknown,,,,bioenergy,Muara Bakti,Babelan,Bekasi,West Java,South-eastern Asia,Asia,-6.11607,107.05197,exact,,,,industrial park,,,,,8,0.55,10442.4,96100,0.7141892267608559,27,19.28310912254311,Jawa Barat,Jawa-Madura-Bali,674520.0,1.058811046019178,2
G100000101586,L100000102711,Indonesia,https://www.gem.wiki/Cilacap_Sumber_power_station,Cilacap Sumber power station,Phase I Unit 1,"芝拉扎电站, Jawa-8 (Phase III Unit 4)",,PT Sumber Segara Primadaya [100%],E100000121072 [100%],PT Sumberenergy Sakti Prima [51.0%]; PT PLN (Persero) [49.0%],E100001011313 [51.0%]; E100000000537 [49.0%],300.0,operating,2006.0,,,subcritical,subbituminous,,,,,Karangkandri,Kesugihan,Cilacap,Central Java,South-eastern Asia,Asia,-7.68575,109.08977,exact,,,,,,,,,19,0.55,10442.4,96100,1.53040548591612,16,24.48648777465793,Jawa Tengah,Jawa-Madura-Bali,1445400.0,1.0588110460191782,4
G100000101587,L100000102711,Indonesia,https://www.gem.wiki/Cilacap_Sumber_power_station,Cilacap Sumber power station,Phase I Unit 2,"芝拉扎电站, Jawa-8 (Phase III Unit 4)",,PT Sumber Segara Primadaya [100%],E100000121072 [100%],PT Sumberenergy Sakti Prima [51.0%]; PT PLN (Persero) [49.0%],E100001011313 [51.0%]; E100000000537 [49.0%],300.0,operating,2006.0,,,subcritical,subbituminous,,,,,Karangkandri,Kesugihan,Cilacap,Central Java,South-eastern Asia,Asia,-7.68575,109.08977,exact,,,,,,,,,19,0.55,10442.4,96100,1.53040548591612,16,24.48648777465793,Jawa Tengah,Jawa-Madura-Bali,1445400.0,1.0588110460191782,4
G100000101588,L100000102711,Indonesia,https://www.gem.wiki/Cilacap_Sumber_power_station,Cilacap Sumber power station,Phase II Unit 3,"芝拉扎电站, Jawa-8 (Phase III Unit 4)",,PT Sumber Segara Primadaya [100%],E100000121072 [100%],PT Sumberenergy Sakti Prima [51.0%]; PT PLN (Persero) [49.0%],E100001011313 [51.0%]; E100000000537 [49.0%],660.0,operating,2016.0,,,supercritical,subbituminous,,,,,Karangkandri,Kesugihan,Cilacap,Central Java,South-eastern Asia,Asia,-7.6832417,109.096384,exact,,,,,,,,,9,0.55,8409.0,96100,2.71127283080049,26,70.49309360081274,Jawa Tengah,Jawa-Madura-Bali,3179880.0000000005,0.8526336939760273,0
G100000101589,L100000102711,Indonesia,https://www.gem.wiki/Cilacap_Sumber_power_station,Cilacap Sumber power station,Phase III Unit 4,"芝拉扎电站, Jawa-8 (Phase III Unit 4)",,PT Sumber Segara Primadaya [100%],E100000121072 [100%],PT Sumberenergy Sakti Prima [51.0%]; PT PLN (Persero) [49.0%],E100001011313 [51.0%]; E100000000537 [49.0%],1000.0,operating,2019.0,,,ultra-supercritical,subbituminous,,,,,Karangkandri,Kesugihan,Cilacap,Central Java,South-eastern Asia,Asia,-7.6832417,109.096384,exact,,,,,,,,,6,0.55,8272.0,96100,4.041061499112001,29,117.190783474248,Jawa Tengah,Jawa-Madura-Bali,4818000.0,0.8387425278356165,0
G100000113842,L100000104397,Indonesia,https://www.gem.wiki/Cilegon_PTIP_Power_Station,Cilegon PTIP Power Station,--,,,PT Indorama Petrochemicals [100%],E100000121028 [100%],Indorama Ventures PCL,E100000120621,40.0,operating,2017.0,,,subcritical,unknown,,,,,Ciwandan - Cilegon,,,Banten,South-eastern Asia,Asia,-6.023889,105.950127,exact,,,,chemicals,,,,,8,0.55,10442.4,96100,0.204054064788816,27,5.509459749298032,Banten,Jawa-Madura-Bali,192720.0,1.0588110460191782,2
G100000101590,L100000102814,Indonesia,https://www.gem.wiki/Cirebon_power_station,Cirebon power station,Unit 1,井里汶电站,,PT Cirebon Electric Power [100%],E100000121008 [100%],Marubeni Corp [32.5%]; Korea Electric Power Corp [27.5%]; PT Indika Energy Tbk [20.0%]; Samchully Co Ltd,E100000000649 [32.5%]; E100000000947 [27.5%]; E100000120611 [20.0%]; E100000000958,660.0,operating,2012.0,,2035.0,supercritical,unknown,,,,,Kanci Kulon,Astanajapura,Cirebon,West Java,South-eastern Asia,Asia,-6.770286,108.614858,exact,,,,,,,,,13,0.55,9249.9,96100,2.98240011388054,10,29.8240011388054,Jawa Barat,Jawa-Madura-Bali,3179880.0000000005,0.9378970633736302,0
G100000101591,L100000102814,Indonesia,https://www.gem.wiki/Cirebon_power_station,Cirebon power station,Unit 2,井里汶电站,,PT Cirebon Electric Power [100%],E100000121008 [100%],Marubeni Corp [32.5%]; Korea Electric Power Corp [27.5%]; PT Indika Energy Tbk [20.0%]; Samchully Co Ltd,E100000000649 [32.5%]; E100000000947 [27.5%]; E100000120611 [20.0%]; E100000000958,924.0,operating,2023.0,,,ultra-supercritical,unknown,,,,,Kanci Kulon,Astanajapura,Cirebon,West Java,South-eastern Asia,Asia,-6.770286,108.614858,exact,,,,,,,,,2,0.55,8272.0,96100,3.733940825179488,33,123.2200472309231,Jawa Barat,Jawa-Madura-Bali,4451832.0,0.8387425278356164,0
G100000114341,L100000104617,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_I_power_station,Delong Nickel Phase I power station,Unit 1,德龙镍业印尼肯达里自备电厂一期,,PT Virtue Dragon Nickel Industry [100%],E100000121531 [100%],unknown,E100000132388,30.0,operating,2018.0,,,unknown,unknown,,,,,,Kendari,,South Sulawesi,South-eastern Asia,Asia,-3.907537,122.419265,exact,,,,nickel,power,,,,7,0.55,10326.0,96100,0.15133462659513,28,4.23736954466364,Sulawesi Selatan,Sulawesi,144540.0,1.047008624568493,2
G100000114342,L100000104617,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_I_power_station,Delong Nickel Phase I power station,Unit 2,德龙镍业印尼肯达里自备电厂一期,,PT Virtue Dragon Nickel Industry [100%],E100000121531 [100%],unknown,E100000132388,30.0,operating,2018.0,,,unknown,unknown,,,,,,Kendari,,South Sulawesi,South-eastern Asia,Asia,-3.907537,122.419265,exact,,,,nickel,power,,,,7,0.55,10326.0,96100,0.15133462659513,28,4.23736954466364,Sulawesi Selatan,Sulawesi,144540.0,1.047008624568493,2
G100000114343,L100000104617,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_I_power_station,Delong Nickel Phase I power station,Unit 3,德龙镍业印尼肯达里自备电厂一期,,PT Virtue Dragon Nickel Industry [100%],E100000121531 [100%],unknown,E100000132388,50.0,operating,2019.0,,,unknown,unknown,,,,,,Kendari,,South Sulawesi,South-eastern Asia,Asia,-3.907537,122.419265,exact,,,,nickel,power,,,,6,0.55,10326.0,96100,0.25222437765855,29,7.314506952097951,Sulawesi Selatan,Sulawesi,240900.00000000003,1.0470086245684929,2
G100000114344,L100000104617,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_I_power_station,Delong Nickel Phase I power station,Unit 4,德龙镍业印尼肯达里自备电厂一期,,PT Virtue Dragon Nickel Industry [100%],E100000121531 [100%],unknown,E100000132388,50.0,operating,2019.0,,,unknown,unknown,,,,,,Kendari,,South Sulawesi,South-eastern Asia,Asia,-3.907537,122.419265,exact,,,,nickel,power,,,,6,0.55,10326.0,96100,0.25222437765855,29,7.314506952097951,Sulawesi Selatan,Sulawesi,240900.00000000003,1.0470086245684929,2
G100000114345,L100000104617,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_I_power_station,Delong Nickel Phase I power station,Unit 5,德龙镍业印尼肯达里自备电厂一期,,PT Virtue Dragon Nickel Industry [100%],E100000121531 [100%],unknown,E100000132388,60.0,operating,2019.0,,,unknown,unknown,,,,,,Kendari,,South Sulawesi,South-eastern Asia,Asia,-3.907537,122.419265,exact,,,,nickel,power,,,,6,0.55,10326.0,96100,0.30266925319026,29,8.77740834251754,Sulawesi Selatan,Sulawesi,289080.0,1.047008624568493,2
G100000114346,L100000104617,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_I_power_station,Delong Nickel Phase I power station,Unit 6,德龙镍业印尼肯达里自备电厂一期,,PT Virtue Dragon Nickel Industry [100%],E100000121531 [100%],unknown,E100000132388,60.0,operating,2019.0,,,unknown,unknown,,,,,,Kendari,,South Sulawesi,South-eastern Asia,Asia,-3.907537,122.419265,exact,,,,nickel,power,,,,6,0.55,10326.0,96100,0.30266925319026,29,8.77740834251754,Sulawesi Selatan,Sulawesi,289080.0,1.047008624568493,2
G100000114347,L100000104617,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_I_power_station,Delong Nickel Phase I power station,Unit 7,德龙镍业印尼肯达里自备电厂一期,,PT Virtue Dragon Nickel Industry [100%],E100000121531 [100%],unknown,E100000132388,125.0,operating,2018.0,,,unknown,unknown,,,,,,Kendari,,South Sulawesi,South-eastern Asia,Asia,-3.907537,122.419265,exact,,,,nickel,power,,,,7,0.55,10326.0,96100,0.6305609441463751,28,17.6557064360985,Sulawesi Selatan,Sulawesi,602250.0,1.0470086245684933,2
G100000114348,L100000104617,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_I_power_station,Delong Nickel Phase I power station,Unit 8,德龙镍业印尼肯达里自备电厂一期,,PT Virtue Dragon Nickel Industry [100%],E100000121531 [100%],unknown,E100000132388,125.0,operating,2018.0,,,unknown,unknown,,,,,,Kendari,,South Sulawesi,South-eastern Asia,Asia,-3.907537,122.419265,exact,,,,nickel,power,,,,7,0.55,10326.0,96100,0.6305609441463751,28,17.6557064360985,Sulawesi Selatan,Sulawesi,602250.0,1.0470086245684933,2
G100000114331,L100000105022,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_II_power_station,Delong Nickel Phase II power station,Unit 01,德龙镍业印尼肯达里自备电厂二期,,PT Obsidian Stainless Steel [100%],E100000121048 [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],E100000121550 [51.0%]; E100000126498 [49.0%],135.0,operating,2020.0,,,unknown,unknown,,,,,,Kendari,,Southeast Sulawesi,South-eastern Asia,Asia,-3.8279104,122.4682708,exact,,,,nickel,power,,,,5,0.55,10326.0,96100,0.6810058196780849,30,20.43017459034255,Sulawesi Tenggara,Sulawesi,650430.0,1.047008624568493,2
G100000114333,L100000105022,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_II_power_station,Delong Nickel Phase II power station,Unit 02,德龙镍业印尼肯达里自备电厂二期,,PT Obsidian Stainless Steel [100%],E100000121048 [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],E100000121550 [51.0%]; E100000126498 [49.0%],135.0,operating,2020.0,,,unknown,unknown,,,,,,Kendari,,Southeast Sulawesi,South-eastern Asia,Asia,-3.8279104,122.4682708,exact,,,,nickel,power,,,,5,0.55,10326.0,96100,0.6810058196780849,30,20.43017459034255,Sulawesi Tenggara,Sulawesi,650430.0,1.047008624568493,2
G100000114334,L100000105022,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_II_power_station,Delong Nickel Phase II power station,Unit 03,德龙镍业印尼肯达里自备电厂二期,,PT Obsidian Stainless Steel [100%],E100000121048 [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],E100000121550 [51.0%]; E100000126498 [49.0%],135.0,operating,2020.0,,,unknown,unknown,,,,,,Kendari,,Southeast Sulawesi,South-eastern Asia,Asia,-3.8279104,122.4682708,exact,,,,nickel,power,,,,5,0.55,10326.0,96100,0.6810058196780849,30,20.43017459034255,Sulawesi Tenggara,Sulawesi,650430.0,1.047008624568493,2
G100000114335,L100000105022,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_II_power_station,Delong Nickel Phase II power station,Unit 04,德龙镍业印尼肯达里自备电厂二期,,PT Obsidian Stainless Steel [100%],E100000121048 [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],E100000121550 [51.0%]; E100000126498 [49.0%],135.0,operating,2021.0,,,unknown,unknown,,,,,,Kendari,,Southeast Sulawesi,South-eastern Asia,Asia,-3.8279104,122.4682708,exact,,,,nickel,power,,,,4,0.55,10326.0,96100,0.6810058196780849,31,21.11118041002063,Sulawesi Tenggara,Sulawesi,650430.0,1.047008624568493,2
G100000114336,L100000105022,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_II_power_station,Delong Nickel Phase II power station,Unit 05,德龙镍业印尼肯达里自备电厂二期,,PT Obsidian Stainless Steel [100%],E100000121048 [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],E100000121550 [51.0%]; E100000126498 [49.0%],135.0,operating,2021.0,,,unknown,unknown,,,,,,Kendari,,Southeast Sulawesi,South-eastern Asia,Asia,-3.8282793,122.4662306,exact,,,,nickel,power,,,,4,0.55,10326.0,96100,0.6810058196780849,31,21.11118041002063,Sulawesi Tenggara,Sulawesi,650430.0,1.047008624568493,2
G100000114337,L100000105022,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_II_power_station,Delong Nickel Phase II power station,Unit 06,德龙镍业印尼肯达里自备电厂二期,,PT Obsidian Stainless Steel [100%],E100000121048 [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],E100000121550 [51.0%]; E100000126498 [49.0%],135.0,operating,2021.0,,,unknown,unknown,,,,,,Kendari,,Southeast Sulawesi,South-eastern Asia,Asia,-3.8282793,122.4662306,exact,,,,nickel,power,,,,4,0.55,10326.0,96100,0.6810058196780849,31,21.11118041002063,Sulawesi Tenggara,Sulawesi,650430.0,1.047008624568493,2
G100000114338,L100000105022,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_II_power_station,Delong Nickel Phase II power station,Unit 07,德龙镍业印尼肯达里自备电厂二期,,PT Obsidian Stainless Steel [100%],E100000121048 [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],E100000121550 [51.0%]; E100000126498 [49.0%],135.0,operating,2021.0,,,unknown,unknown,,,,,,Kendari,,Southeast Sulawesi,South-eastern Asia,Asia,-3.8282793,122.4662306,exact,,,,nickel,power,,,,4,0.55,10326.0,96100,0.6810058196780849,31,21.11118041002063,Sulawesi Tenggara,Sulawesi,650430.0,1.047008624568493,2
G100000114339,L100000105022,Indonesia,https://www.gem.wiki/Delong_Nickel_Phase_II_power_station,Delong Nickel Phase II power station,Unit 08,德龙镍业印尼肯达里自备电厂二期,,PT Obsidian Stainless Steel [100%],E100000121048 [100%],Xiamen Xiangyu Group Co Ltd [51.0%]; Jiangsu Delong Nickel Industry Co Ltd [49.0%],E100000121550 [51.0%]; E100000126498 [49.0%],135.0,operating,2021.0,,,unknown,unknown,,,,,,Kendari,,Southeast Sulawesi,South-eastern Asia,Asia,-3.8282793,122.4662306,exact,,,,nickel,power,,,,4,0.55,10326.0,96100,0.6810058196780849,31,21.11118041002063,Sulawesi Tenggara,Sulawesi,650430.0,1.047008624568493,2
